N,effect,t_design,power,effect_estimate,prob_effect,sd_effect_estimate
15,1.5,1,0,0.219640952393995,0.9225,0.155156851621441
35,1.5,1,1,0.232471264515199,0.986,0.104518873737896
50,1.5,1,1,0.365646019483817,1,0.0848415166362159
65,1.5,1,1,0.246102093119035,0.9985,0.0698756123564876
15,1.3,2,1,0.255586390858892,0.9835,0.120483964846809
35,1.3,2,1,0.291613139869052,0.994,0.107784718636894
50,1.3,2,0,0.106319506889819,0.898,0.0843333230421117
65,1.3,2,1,0.201900894118626,0.995,0.0805452474541442
15,1.5,2,1,0.310612376204386,0.9835,0.154133189395349
35,1.5,2,1,0.254819512660029,0.998,0.0929525453204486
50,1.5,2,1,0.243997516262475,0.9985,0.0875381771514261
65,1.5,2,1,0.31619666823044,1,0.0860690227947492
15,1.3,3,0,0.216545580944736,0.865,0.2025241108415
35,1.3,3,0,0.0892563550514205,0.7865,0.111379852083213
50,1.3,3,0,0.102263999942521,0.8605,0.09588457054033
65,1.3,3,1,0.1439838468018,0.9765,0.0758309097688678
15,1.5,3,0,0.260575091745165,0.935,0.180765425429636
35,1.5,3,1,0.356698176586861,0.999,0.104805978359204
50,1.5,3,1,0.372168844988411,1,0.0955886264633734
65,1.5,3,1,0.267847137304135,1,0.0840289666971374
15,1.3,4,0,0.303402940540388,0.954,0.179611637775083
35,1.3,4,1,0.394147007789594,1,0.0901251219738328
50,1.3,4,0,0.0375120123809396,0.6355,0.112251346864138
65,1.3,4,1,0.232970751934756,0.9995,0.0695954521445211
15,1.5,4,0,0.0773305531161122,0.629,0.250147471751985
35,1.5,4,0,0.196041260611257,0.955,0.117561881077527
50,1.5,4,0,0.166118551516378,0.954,0.101395630772286
65,1.5,4,1,0.317696511890506,0.9995,0.088541496201141
50,1,1,0,-0.108549480647806,0.0975,0.0840500621438844
15,1.3,1,0,0.0875926333342564,0.686,0.173518692408155
35,1.3,1,0,0.131224186216196,0.8815,0.11011906970232
50,1.3,1,1,0.259202308221393,0.997,0.0902704589616396
65,1.3,1,0,0.0599537265549115,0.7385,0.0888444779329102
15,1.5,1,1,0.530429189324699,1,0.147681767615911
35,1.5,1,1,0.248563597307139,1,0.0625859215925158
50,1.5,1,1,0.342163164345057,1,0.0753954376438055
65,1.5,1,1,0.323762943743748,1,0.082301882968758
15,1.3,2,0,0.259500828504264,0.9705,0.137755991956989
35,1.3,2,1,0.249069327921757,0.992,0.0991175088684826
50,1.3,2,0,0.145488880279973,0.9635,0.0782680883179939
65,1.3,2,1,0.171234961022315,0.987,0.0812516494130364
15,1.5,2,1,0.333603215530629,0.992,0.145953276735098
35,1.5,2,1,0.292750625775574,0.9975,0.105064187751573
50,1.5,2,1,0.328749949829463,1,0.0883367637847371
65,1.5,2,1,0.300980222460507,1,0.0789642277606741
15,1.3,3,0,0.221819725729225,0.9255,0.158162781107898
35,1.3,3,0,-0.0554001625723707,0.322,0.120340733401447
50,1.3,3,1,0.204315998457109,0.9905,0.0871291637638139
65,1.3,3,1,0.301517330785415,1,0.0924110778660962
15,1.5,3,0,0.0685762425639563,0.65,0.193292222786459
35,1.5,3,1,0.338664731927969,0.995,0.122706862399513
50,1.5,3,1,0.443424606591976,1,0.0862538992620572
65,1.5,3,1,0.260456277759824,0.9985,0.0788506996538627
15,1.3,4,1,0.404819446437156,0.995,0.149074783118599
35,1.3,4,1,0.264189235659704,0.996,0.100775189774673
50,1.3,4,0,0.0978551091147808,0.852,0.0949837770990357
65,1.3,4,0,0.154386116850927,0.952,0.0894265954250472
15,1.5,4,1,0.522899853805584,0.998,0.186989929615108
35,1.5,4,1,0.333893280213232,0.999,0.10290044637207
50,1.5,4,1,0.406834607832016,1,0.100253786120634
65,1.5,4,1,0.442506730457721,1,0.0977401048507286
50,1,1,0,0.160912413353633,0.9695,0.086057511672761
15,1.3,1,0,0.0411984963058831,0.601,0.153646660514672
35,1.3,1,0,0.169648890660534,0.939,0.111462475514754
50,1.3,1,1,0.22518796237188,0.9995,0.0763976264241541
65,1.3,1,1,0.267125502645919,1,0.0834104999186474
15,1.5,1,0,0.271080900533209,0.941,0.174115605957813
35,1.5,1,1,0.320592012070741,0.995,0.117861577416045
50,1.5,1,1,0.378773586669607,1,0.0939166252877003
65,1.5,1,1,0.22543937492022,1,0.0666858750574077
15,1.3,2,0,-0.0218712207811249,0.46,0.187268008790928
35,1.3,2,1,0.271126573069304,0.9945,0.106643589392446
50,1.3,2,1,0.209897239702158,0.987,0.0965409452684253
65,1.3,2,1,0.39285899052865,1,0.0725374104992741
15,1.5,2,1,0.347095186805463,0.998,0.12079344457099
35,1.5,2,1,0.42454817577236,1,0.115707181110098
50,1.5,2,1,0.219454576045356,0.9935,0.0891339559871307
65,1.5,2,1,0.380792404936783,1,0.0778645274715534
15,1.3,3,0,-0.13419213778404,0.1385,0.125370100587436
35,1.3,3,1,0.209505580514244,0.99,0.09570008562768
50,1.3,3,0,0.0466150397152579,0.7085,0.0843675569200753
65,1.3,3,0,0.158588056977025,0.951,0.0940957819775618
15,1.5,3,1,0.374113837678202,0.996,0.12675851221974
35,1.5,3,0,0.133696998069768,0.876,0.115189589553581
50,1.5,3,1,0.328225731125584,1,0.0963099949739064
65,1.5,3,1,0.309475952077919,1,0.0758299595755312
15,1.3,4,0,0.0822370672271104,0.671,0.194294051988321
35,1.3,4,1,0.285300638970685,0.9985,0.0952064397459996
50,1.3,4,1,0.266965209354422,0.9965,0.100015071226601
65,1.3,4,1,0.161116093049103,0.9805,0.0802985922706378
15,1.5,4,0,0.261502671523564,0.9565,0.158007872087833
35,1.5,4,0,0.136232288181694,0.8775,0.118547695943787
50,1.5,4,1,0.30846178997627,0.9995,0.090798013076976
65,1.5,4,1,0.433495161508061,1,0.0898793650924399
50,1,1,0,0.0867614799936453,0.8475,0.0833982711508272
15,1.3,1,0,0.193252996588858,0.931,0.13174496682981
35,1.3,1,0,0.0288322480780896,0.6065,0.113882649026537
50,1.3,1,1,0.254211464421286,0.997,0.0916526361839925
65,1.3,1,0,0.117631027818506,0.915,0.0853541345125503
15,1.5,1,1,0.483323486069209,0.994,0.181123127249371
35,1.5,1,1,0.343622477705427,0.9995,0.103058927757374
50,1.5,1,1,0.315317909691027,1,0.0725669028744986
65,1.5,1,1,0.250544915708479,0.999,0.0716710815372418
15,1.3,2,0,-0.125723151050396,0.1655,0.13401175760582
35,1.3,2,1,0.285275477360607,0.9985,0.0935719302632265
50,1.3,2,1,0.239167538863343,0.9935,0.0989627979574186
65,1.3,2,1,0.154648048968633,0.9875,0.0719497417355922
15,1.5,2,0,0.331569793481551,0.952,0.198860171075271
35,1.5,2,0,0.226507086590756,0.9635,0.127447044715002
50,1.5,2,1,0.265931210728277,0.9965,0.105021764190315
65,1.5,2,1,0.293084363525066,1,0.0817158245875034
15,1.3,3,1,0.357839482156345,0.9795,0.182602835829861
35,1.3,3,0,0.100010548326801,0.8245,0.107212757927882
50,1.3,3,0,0.0570509315648597,0.736,0.0942570373991139
65,1.3,3,0,0.0518877155309411,0.7805,0.070641636199195
15,1.5,3,0,0.243738651962391,0.9045,0.187451686818165
35,1.5,3,1,0.288928517558344,0.9955,0.0999304933199318
50,1.5,3,1,0.386687236517162,1,0.0970517581006385
65,1.5,3,1,0.231039172630344,1,0.0758232634982682
15,1.3,4,0,0.0112446120043178,0.5275,0.16710204825485
35,1.3,4,1,0.390347452072013,0.9995,0.123373435759522
50,1.3,4,0,0.189113838783633,0.9725,0.097369412940178
65,1.3,4,0,0.136408725246602,0.919,0.096371158845562
15,1.5,4,0,0.267244133315473,0.9615,0.158159512077227
35,1.5,4,1,0.352652292492623,0.9995,0.111525970181445
50,1.5,4,0,0.206463167219445,0.962,0.115201935038333
65,1.5,4,1,0.352146454297705,1,0.0944983144477216
50,1,1,0,-0.0568558588139343,0.237,0.0788433806497267
15,1.3,1,0,0.106234770328753,0.7405,0.16803226140219
35,1.3,1,1,0.336002904983017,0.9975,0.11877703815333
50,1.3,1,0,0.0415027179145265,0.6825,0.0902714809248071
65,1.3,1,1,0.194341458315502,0.9935,0.0715962989316956
15,1.5,1,0,0.272297692654383,0.9595,0.157290289835509
35,1.5,1,0,0.193466495228212,0.934,0.129618985130673
50,1.5,1,1,0.42532177632091,1,0.0957269042694822
65,1.5,1,1,0.405502543657247,1,0.0711203110352162
15,1.3,2,0,0.302653094819104,0.9445,0.187235901461784
35,1.3,2,0,0.124027761591252,0.895,0.0993378950907965
50,1.3,2,1,0.248118428842771,0.9985,0.0809870072462499
65,1.3,2,1,0.158234362511478,0.979,0.0764790509284383
15,1.5,2,1,0.452713514680161,0.9965,0.154250849252377
35,1.5,2,1,0.227390374981353,0.9895,0.0924289915956396
50,1.5,2,1,0.255506460983424,1,0.0778187900242535
65,1.5,2,1,0.329823656006577,1,0.0658460174520036
15,1.3,3,0,0.146605144582322,0.8755,0.135993786552538
35,1.3,3,1,0.325777800421226,1,0.094541902680888
50,1.3,3,0,-0.0254957179359923,0.399,0.094702975637185
65,1.3,3,1,0.313062100451752,1,0.0781449034862518
15,1.5,3,0,0.260796989911477,0.9425,0.174063837491655
35,1.5,3,0,0.131853938286523,0.871,0.115207308080185
50,1.5,3,1,0.225615796439145,0.9945,0.0877285205422463
65,1.5,3,1,0.351320104806351,0.9995,0.0998028735625945
15,1.3,4,0,-0.260018129668225,0.038,0.145495648734826
35,1.3,4,1,0.237235149961888,0.9955,0.103026580324675
50,1.3,4,0,0.0890985583115774,0.856,0.0803857036494465
65,1.3,4,1,0.219031746702346,0.996,0.0828704383515549
15,1.5,4,1,0.286225133043261,0.977,0.143249214186066
35,1.5,4,1,0.374692082603411,0.996,0.13298095620514
50,1.5,4,1,0.392451468713785,1,0.0969640131794371
65,1.5,4,1,0.392135876325225,1,0.0875710740174193
50,1,1,0,-0.143490359932462,0.0805,0.100216522806613
15,1.3,1,0,0.229430501189727,0.9445,0.146881700981559
35,1.3,1,0,0.0290492340575173,0.6315,0.0860266001692332
50,1.3,1,0,0.151138964997284,0.969,0.0838906413702345
65,1.3,1,1,0.230028579150423,0.9985,0.0737918987708742
15,1.5,1,1,0.381566353743267,0.995,0.146198014357741
35,1.5,1,1,0.205381329565012,0.9835,0.0981037184909203
50,1.5,1,1,0.210645806307194,0.989,0.0942208167291794
65,1.5,1,1,0.294759357352523,1,0.0705051234736663
15,1.3,2,0,0.184083235927939,0.8455,0.188585759387604
35,1.3,2,1,0.420696419405848,1,0.108586569437985
50,1.3,2,0,0.188756039102506,0.971,0.0992219665020899
65,1.3,2,1,0.227031649688102,1,0.0692280009259112
15,1.5,2,0,0.197159502591009,0.9015,0.152617274967785
35,1.5,2,1,0.432049864205646,1,0.0876824458769978
50,1.5,2,1,0.240847159861622,1,0.0789226518378766
65,1.5,2,1,0.437066072645616,1,0.0721154867523625
15,1.3,3,0,0.0419910766247132,0.6045,0.145425293119835
35,1.3,3,0,0.168497378957855,0.9135,0.122709339780614
50,1.3,3,0,0.130416564230629,0.923,0.0908185513972316
65,1.3,3,1,0.152982089337863,0.9865,0.0709207564867089
15,1.5,3,0,0.209996110616256,0.936,0.139032061745747
35,1.5,3,1,0.286926859014891,0.9885,0.129480071897774
50,1.5,3,1,0.349957335398225,1,0.0836570385442193
65,1.5,3,1,0.336110466536885,1,0.0757684905938854
15,1.3,4,0,0.0627741925288495,0.6205,0.202841651969879
35,1.3,4,1,0.268846392950136,0.9775,0.136461924809045
50,1.3,4,0,0.0495859832969087,0.7245,0.0877639369349836
65,1.3,4,1,0.143790690884034,0.9845,0.0679015540095371
15,1.5,4,1,0.305755547401697,0.978,0.149559829594874
35,1.5,4,1,0.365433345685943,0.995,0.136943969737262
50,1.5,4,1,0.27158469609728,0.992,0.114280191746954
65,1.5,4,1,0.246587608836963,1,0.0811941847598787
50,1,1,0,-0.0417196197264806,0.323,0.087688535199456
15,1.3,1,0,0.246608671766071,0.9135,0.183687020541388
35,1.3,1,1,0.264208958891494,0.9935,0.108225803089968
50,1.3,1,1,0.239182463957323,0.992,0.0954405010408259
65,1.3,1,1,0.143051544997996,0.9785,0.0720924545277078
15,1.5,1,0,0.310191474765089,0.974,0.161299961131236
35,1.5,1,1,0.253116890731716,0.997,0.0812710565754888
50,1.5,1,1,0.39039014503389,1,0.0932300202500309
65,1.5,1,1,0.315112989306737,1,0.0736659529547952
15,1.3,2,0,0.216475779435904,0.9155,0.160789344676106
35,1.3,2,0,0.189051008635212,0.958,0.111389716223784
50,1.3,2,0,0.164515315367893,0.947,0.102846270086593
65,1.3,2,1,0.257661456748155,0.999,0.0868436404844156
15,1.5,2,0,0.330979043538771,0.969,0.174767901079238
35,1.5,2,1,0.373927355594533,1,0.088969579283441
50,1.5,2,1,0.265776258997169,1,0.0891439702678092
65,1.5,2,1,0.228652683437594,0.998,0.0865914483852004
15,1.3,3,0,0.0653773317188018,0.6495,0.178867561297706
35,1.3,3,1,0.293113222276606,0.9915,0.114409266763301
50,1.3,3,0,0.175648055911101,0.969,0.0934871937629347
65,1.3,3,1,0.218173486757846,0.9985,0.0768118696459487
15,1.5,3,0,0.127071438529052,0.8135,0.144051974765467
35,1.5,3,0,0.0757283524037142,0.7945,0.0914326430058677
50,1.5,3,1,0.397157462493805,1,0.0918602902254515
65,1.5,3,1,0.391291750629848,1,0.0860798036411709
15,1.3,4,1,0.425988203991707,0.9935,0.172961648750635
35,1.3,4,0,0.197563272865677,0.959,0.116940768250224
50,1.3,4,1,0.206377950259084,0.996,0.0825293600638612
65,1.3,4,0,0.175738234941948,0.975,0.087766466862772
15,1.5,4,1,0.407736467723242,0.9955,0.148538891186266
35,1.5,4,1,0.407666711698946,1,0.102399977095152
50,1.5,4,1,0.489920809028538,1,0.107223748981423
65,1.5,4,0,0.1038012471762,0.878,0.0869001242605917
50,1,1,0,-0.0448644868980804,0.2805,0.0812252024916586
15,1.3,1,1,0.341166741764313,0.979,0.166888457175696
35,1.3,1,0,0.184568529856159,0.9745,0.0918025740914037
50,1.3,1,1,0.321559237176385,0.9995,0.095908254834438
65,1.3,1,0,0.134058175173391,0.949,0.0785332612267226
15,1.5,1,1,0.509529829869375,1,0.133761609448895
35,1.5,1,1,0.365882066490591,0.9995,0.103479353996914
50,1.5,1,1,0.226727501437589,0.9865,0.10010414485842
65,1.5,1,1,0.265574605006618,0.999,0.0832198980588464
15,1.3,2,0,-0.0634083988038577,0.3415,0.157224287652082
35,1.3,2,1,0.240065980817624,0.976,0.124259533285787
50,1.3,2,0,0.0352016018902614,0.6755,0.0783790554776388
65,1.3,2,1,0.228266468143039,0.9965,0.0794936025786971
15,1.5,2,1,0.262850947656368,0.981,0.126736644724277
35,1.5,2,1,0.45474344057935,1,0.120861823141123
50,1.5,2,1,0.192666742121518,0.989,0.0828659085933424
65,1.5,2,1,0.299492192463461,0.999,0.0942719577023537
15,1.3,3,0,-0.0763569002805671,0.325,0.183880233668588
35,1.3,3,0,-0.0399722333242077,0.3515,0.111698760046913
50,1.3,3,1,0.227293786224086,0.9835,0.11132500795417
65,1.3,3,1,0.23811733197758,0.995,0.0916677699053165
15,1.5,3,1,0.570032307266615,0.996,0.205045174461169
35,1.5,3,1,0.320341605379488,0.995,0.127622914463984
50,1.5,3,1,0.255866329767949,0.9985,0.0843421620684893
65,1.5,3,1,0.531369047942199,1,0.0851237294415533
15,1.3,4,0,0.241903155607674,0.914,0.184270277527042
35,1.3,4,0,0.0340897174905275,0.5855,0.159072306594482
50,1.3,4,0,0.083865869284712,0.8095,0.0953817460659409
65,1.3,4,1,0.314015485912366,1,0.079372780065203
15,1.5,4,0,0.136612586875034,0.8275,0.14628086866916
35,1.5,4,1,0.370652012075817,0.9975,0.140477474557223
50,1.5,4,1,0.253972708274737,0.989,0.111459187550028
65,1.5,4,1,0.438142713460729,0.9995,0.0950671325657596
50,1,1,0,-0.0317102649703123,0.3365,0.0785684532674973
15,1.3,1,1,0.380005135309251,0.994,0.147210224262621
35,1.3,1,1,0.246338075311545,0.9975,0.0940419945955415
50,1.3,1,1,0.350243728753812,1,0.0888870484842715
65,1.3,1,0,0.113287747846999,0.945,0.0710009191874281
15,1.5,1,0,0.117301627440776,0.895,0.094169526046767
35,1.5,1,1,0.343126400729285,1,0.0939549343012072
50,1.5,1,1,0.427514593474052,1,0.0884899015281601
65,1.5,1,1,0.308587586734363,1,0.0619422726106759
15,1.3,2,0,-0.00173831495496814,0.4945,0.141715917339121
35,1.3,2,0,0.205748349128078,0.9625,0.114554638280473
50,1.3,2,1,0.205615290255232,0.983,0.0955454539295169
65,1.3,2,1,0.252878449063061,0.9995,0.0770687202481928
15,1.5,2,0,0.0821847315664174,0.692,0.160716605180274
35,1.5,2,1,0.28644182066128,0.9985,0.104067127529668
50,1.5,2,1,0.229272262137098,0.987,0.105518614623373
65,1.5,2,1,0.163347253219595,0.977,0.0814818460403735
15,1.3,3,0,0.126968714759106,0.6905,0.243403530222704
35,1.3,3,0,0.177799435392273,0.927,0.122906173465564
50,1.3,3,0,0.122115237564169,0.933,0.0806599364946082
65,1.3,3,1,0.378099036171317,1,0.0870026472007855
15,1.5,3,0,0.225665524532426,0.89,0.191930953504609
35,1.5,3,1,0.289113079701379,0.9965,0.101621974062171
50,1.5,3,1,0.24087632552574,0.9985,0.0785699514441554
65,1.5,3,1,0.330395410430156,1,0.0806464518008119
15,1.3,4,0,0.183542228378793,0.891,0.154582357186955
35,1.3,4,1,0.228174060385215,0.986,0.107886168582277
50,1.3,4,1,0.254645565077219,0.986,0.119042029233395
65,1.3,4,1,0.300817554234239,0.9975,0.102099595508423
15,1.5,4,1,0.337055446491366,0.9915,0.145273581885087
35,1.5,4,1,0.243120323215385,0.9835,0.120047609716066
50,1.5,4,1,0.282803164219375,0.9995,0.0851376079742858
65,1.5,4,1,0.46031067055938,1,0.0859032367319883
50,1,1,0,0.0839748769964985,0.8755,0.0752851554586716
15,1.3,1,0,0.125522578041723,0.7945,0.156001142595022
35,1.3,1,0,0.0468741180962628,0.6795,0.0956218253868743
50,1.3,1,0,0.178139277466746,0.963,0.101740048005277
65,1.3,1,0,0.118700846208391,0.9275,0.0800653609959928
15,1.5,1,1,0.553606120163627,0.9985,0.174249112522376
35,1.5,1,1,0.288278279109224,0.9995,0.0881492590884064
50,1.5,1,1,0.326135578963157,1,0.0866547240331789
65,1.5,1,1,0.309584031479111,0.9995,0.0771127482479888
15,1.3,2,0,0.19438115593588,0.9535,0.113988044192436
35,1.3,2,0,0.202038040492369,0.957,0.118095034616702
50,1.3,2,0,0.1239388764582,0.938,0.0835120937203782
65,1.3,2,1,0.239164332514878,0.9985,0.0742877770073089
15,1.5,2,0,0.128409033768564,0.8095,0.153378749188262
35,1.5,2,1,0.267128563400882,0.9945,0.107933952171386
50,1.5,2,1,0.359742945040447,1,0.0926788953651104
65,1.5,2,1,0.327166754744711,1,0.0791905741334918
15,1.3,3,0,-0.389667180095055,0.026,0.193348237906559
35,1.3,3,0,0.169056672342897,0.9275,0.117013276706629
50,1.3,3,0,0.00148238679480468,0.5175,0.0978429496646502
65,1.3,3,1,0.283067416638832,0.9995,0.0872890772790791
15,1.5,3,0,0.225701414891866,0.972,0.113266173802051
35,1.5,3,1,0.245186110502525,0.988,0.109120029422342
50,1.5,3,1,0.209789284304508,0.9815,0.100530825246145
65,1.5,3,1,0.281457312705762,0.9995,0.0830353096920313
15,1.3,4,0,0.319515855628727,0.948,0.196502885765359
35,1.3,4,0,0.0374571219339579,0.639,0.107118504732039
50,1.3,4,0,0.14498055099912,0.946,0.0927979070104729
65,1.3,4,0,0.156296538387274,0.967,0.0842862143073301
15,1.5,4,0,0.145870510875651,0.7645,0.217828982053638
35,1.5,4,1,0.445792781831114,0.9995,0.132209990390591
50,1.5,4,1,0.254025425162204,0.996,0.0936204958438368
65,1.5,4,1,0.353520623312085,1,0.0818136450854584
50,1,1,0,-0.0279083961984813,0.37,0.0846591046040064
15,1.3,1,0,0.306596313538944,0.9615,0.173648607057612
35,1.3,1,1,0.356023736750267,0.999,0.092558549175999
50,1.3,1,0,0.166227521509082,0.9475,0.0997413429249819
65,1.3,1,1,0.257406654720901,0.999,0.073064679577369
15,1.5,1,1,0.371436648572692,0.994,0.146659958388919
35,1.5,1,0,0.246374496526957,0.967,0.130552727469462
50,1.5,1,1,0.390693044118881,0.9995,0.115000014649961
65,1.5,1,1,0.33200902973052,1,0.0717599911419296
15,1.3,2,1,0.486913260736782,1,0.138938995987182
35,1.3,2,0,0.196666980670237,0.97,0.101583911225272
50,1.3,2,0,0.106937680007732,0.906,0.0817523579929738
65,1.3,2,1,0.195781510898507,0.9925,0.0751542724098817
15,1.5,2,1,0.380199521329737,0.999,0.132310999457939
35,1.5,2,1,0.247325718607859,0.99,0.107524929220142
50,1.5,2,1,0.31551775130962,1,0.0822046890793218
65,1.5,2,1,0.280220474722814,0.999,0.0950864030933124
15,1.3,3,0,-0.0497456950547465,0.365,0.151886792674492
35,1.3,3,0,0.0363069196472712,0.606,0.128896443778087
50,1.3,3,1,0.200936290522602,0.9975,0.0701618545630295
65,1.3,3,1,0.1800999404177,0.992,0.0749384611685598
15,1.5,3,0,0.148098616190895,0.818,0.165551020657958
35,1.5,3,1,0.433535810472749,1,0.0869939524472317
50,1.5,3,1,0.19582217686523,0.978,0.0983992156644558
65,1.5,3,1,0.319309629748582,1,0.0807704325696759
15,1.3,4,0,0.397205529330704,0.9695,0.215774663611401
35,1.3,4,1,0.309519079052786,0.994,0.113352880919397
50,1.3,4,0,0.153926219219515,0.9425,0.0975481549096119
65,1.3,4,0,0.137888614909521,0.9225,0.0937864104871378
15,1.5,4,1,0.567970061062452,0.992,0.239582165307797
35,1.5,4,1,0.435524947477124,1,0.116732048833324
50,1.5,4,1,0.241297323043472,0.997,0.0844181521228628
65,1.5,4,0,0.0605927495825801,0.7745,0.0840141639083211
50,1,1,0,0.0768267947779816,0.784,0.100031831155745
15,1.3,1,1,0.347092955064285,0.99,0.139827730257777
35,1.3,1,1,0.165700775948994,0.9765,0.0826514443036442
50,1.3,1,0,0.11905394404479,0.9025,0.089732573642833
65,1.3,1,1,0.175692785257462,0.9905,0.0758303492884951
15,1.5,1,1,0.433464165591739,0.9995,0.123108214390954
35,1.5,1,1,0.365583963595078,0.9985,0.113628975441084
50,1.5,1,1,0.34960582086201,1,0.0753754297803935
65,1.5,1,1,0.209853523562291,0.9955,0.0727480108330525
15,1.3,2,0,-0.215141136000522,0.0725,0.145916856930234
35,1.3,2,0,0.0261915449604561,0.6155,0.0982529733743763
50,1.3,2,0,0.0723177777536675,0.845,0.0692061844044454
65,1.3,2,0,0.0877919433554043,0.8875,0.0717874549598449
15,1.5,2,0,0.30114886211681,0.9505,0.173114734584547
35,1.5,2,1,0.419203436085235,0.9995,0.121674175692728
50,1.5,2,1,0.311474668318295,1,0.0943115287487844
65,1.5,2,1,0.29459205700664,0.999,0.0855165801585506
15,1.3,3,0,0.0863003641764945,0.728,0.144345312337591
35,1.3,3,0,0.154566196902296,0.9305,0.105623029122083
50,1.3,3,1,0.367137238651446,0.9985,0.10170632199165
65,1.3,3,1,0.305114542325882,1,0.0733201372711172
15,1.5,3,1,0.465901190243751,0.9955,0.176360271741436
35,1.5,3,1,0.340828308826725,0.998,0.12363666416135
50,1.5,3,0,0.141422858713554,0.951,0.0867575183982197
65,1.5,3,1,0.388419193345964,1,0.0840635078257698
15,1.3,4,0,-0.13318249093644,0.229,0.181569365906904
35,1.3,4,0,0.202647079111417,0.9295,0.138633505276634
50,1.3,4,0,0.113437184219352,0.883,0.0964762584406183
65,1.3,4,1,0.285859040595013,0.9995,0.0902503962529508
15,1.5,4,1,0.6027825032117,0.998,0.225651460045575
35,1.5,4,1,0.421076741668456,0.9995,0.113781037197293
50,1.5,4,0,0.19245867066966,0.974,0.097026780743125
65,1.5,4,1,0.351799065890738,1,0.0893976319297157
50,1,1,0,0.114847494113175,0.952,0.0681387348308594
15,1.3,1,1,0.273908244543556,0.9775,0.137387702299769
35,1.3,1,1,0.224452919474268,0.9825,0.105542994546378
50,1.3,1,1,0.221564866661927,0.9845,0.10062548708886
65,1.3,1,1,0.139709102671764,0.979,0.0687172426688849
15,1.5,1,0,0.202754181847145,0.95,0.119493654786523
35,1.5,1,1,0.233150053266256,0.984,0.109272835323041
50,1.5,1,1,0.236836250599564,0.999,0.0751104096594383
65,1.5,1,1,0.279066532890191,1,0.0750711172695304
15,1.3,2,0,0.238218285813202,0.9055,0.18613578347146
35,1.3,2,1,0.252863581178498,0.9925,0.10897622180061
50,1.3,2,0,0.0660827528158906,0.787,0.0832503479194271
65,1.3,2,1,0.262513958223549,0.998,0.0887216316876664
15,1.5,2,1,0.625370148110053,0.9965,0.225556421969475
35,1.5,2,1,0.35226582683001,1,0.0914180073522135
50,1.5,2,1,0.391183783801697,1,0.0847665189227735
65,1.5,2,1,0.369113766996974,1,0.0924879459086601
15,1.3,3,0,0.28635400189977,0.953,0.159909647471281
35,1.3,3,1,0.307061462693341,0.9985,0.106809885273829
50,1.3,3,0,0.118916521400833,0.913,0.0898556411698472
65,1.3,3,1,0.2017949423431,0.989,0.0889072208467675
15,1.5,3,1,0.442319510441232,0.9905,0.200072493253042
35,1.5,3,1,0.235393997368274,0.9945,0.0961984702032035
50,1.5,3,1,0.449183627650276,1,0.0894879103149835
65,1.5,3,1,0.292798503936091,1,0.0803482827502527
15,1.3,4,1,0.288686056801843,0.9805,0.142958345369768
35,1.3,4,0,0.152972010171375,0.895,0.11812143819748
50,1.3,4,0,0.159845504037028,0.96,0.0923614551278346
65,1.3,4,1,0.199597844946509,0.995,0.074338739688279
15,1.5,4,1,0.448008827992165,0.9905,0.176920072086144
35,1.5,4,0,0.135623992223988,0.918,0.0980969420041919
50,1.5,4,0,0.186769533580907,0.9575,0.1073244068953
65,1.5,4,1,0.25336401513078,0.9985,0.0834481997998771
50,1,1,0,0.148038382701949,0.952,0.0890606270214334
15,1.3,1,0,0.202346241593421,0.914,0.150032528732234
35,1.3,1,1,0.331753670565401,0.9995,0.100910301601973
50,1.3,1,1,0.235046023296062,0.9955,0.0974513560265203
65,1.3,1,1,0.27790221486347,1,0.071162772377846
15,1.5,1,1,0.41728901532904,0.9805,0.212060972728707
35,1.5,1,1,0.349484237456775,0.997,0.127782674427324
50,1.5,1,1,0.332454959037688,1,0.0884290999794332
65,1.5,1,1,0.28803040856254,1,0.0703342619839607
15,1.3,2,0,-0.0526514063766649,0.34,0.125919986346507
35,1.3,2,0,0.0810947033306134,0.8145,0.0884929472404384
50,1.3,2,1,0.222610099188101,0.9875,0.0985164888842288
65,1.3,2,0,0.149098982063679,0.9515,0.0869921218390123
15,1.5,2,0,0.247257196260184,0.954,0.148913961075559
35,1.5,2,1,0.229342048812114,0.9855,0.109396364839305
50,1.5,2,1,0.289779789756595,0.9995,0.0975281029685843
65,1.5,2,1,0.200492776600547,0.9985,0.072129573145734
15,1.3,3,0,0.0986844117330009,0.7535,0.151159960337801
35,1.3,3,0,0.22785547074045,0.9695,0.120286253547876
50,1.3,3,0,0.199917572259663,0.9715,0.1021314458039
65,1.3,3,0,0.0532355944108216,0.7665,0.0703850827437477
15,1.5,3,0,0.186410106497292,0.9505,0.115286414890541
35,1.5,3,1,0.351103886341697,0.997,0.128174865909875
50,1.5,3,0,0.120095932847426,0.9185,0.0852714475385049
65,1.5,3,1,0.382265037174255,1,0.0822543559979572
15,1.3,4,0,0.39321040161129,0.971,0.203715823703567
35,1.3,4,0,-0.0603357842364543,0.2145,0.0781561585512608
50,1.3,4,1,0.305455420685054,0.9995,0.0911223829875164
65,1.3,4,1,0.144643411343976,0.9805,0.0694779405354141
15,1.5,4,1,0.345782514051306,0.9845,0.172519800256459
35,1.5,4,1,0.345783488327786,0.9995,0.106846686603886
