N,effect,t_design,power,effect_estimate,prob_effect,sd_effect_estimate
65,1.5,3,1,0.382221938226491,1,0.0648502014823133
15,1.3,4,0,0.00295987878403706,0.504,0.135851868506039
35,1.3,4,1,0.266784135230405,1,0.0695135686853817
50,1.3,4,1,0.34022072427693,0.9995,0.0963293542427
65,1.3,4,0,0.155518880776724,0.939,0.100390287919003
15,1.5,4,0,0.364621186065784,0.962,0.205150680447788
35,1.5,4,1,0.269393176321452,0.994,0.107738432464861
50,1.5,4,1,0.391564898507869,1,0.0948222176968507
65,1.5,4,1,0.292877190452703,0.998,0.103776411295843
50,1,1,0,-0.229601115705658,0.003,0.0870352259315892
15,1.3,1,0,0.0810220863136059,0.7,0.164407557386752
35,1.3,1,1,0.214721916936123,0.9865,0.0963489325767394
50,1.3,1,1,0.204136696496209,0.986,0.089518435494158
65,1.3,1,1,0.194847653833271,0.9995,0.0599499839155878
15,1.5,1,0,0.174741072061792,0.883,0.148308350423356
35,1.5,1,0,0.162613038088537,0.96,0.0934068799981505
50,1.5,1,1,0.334232372731359,0.9995,0.0969878859425208
65,1.5,1,1,0.356442686826509,1,0.0746669660038034
15,1.3,2,0,-0.0965583071514198,0.28,0.168275828752385
35,1.3,2,0,0.124177221053258,0.8725,0.111000352741595
50,1.3,2,1,0.364995363948746,1,0.0899687092377599
65,1.3,2,0,0.117240296944268,0.8995,0.0926882175161498
15,1.5,2,0,0.298058469167634,0.9375,0.192627980940499
35,1.5,2,1,0.245529067417147,0.984,0.118595046061075
50,1.5,2,1,0.235704758721594,0.987,0.108546706073898
65,1.5,2,1,0.2811739699875,1,0.0810307828750048
15,1.3,3,1,0.371369265863127,0.9895,0.169050425829938
35,1.3,3,1,0.283352047073659,0.9965,0.107039745621176
50,1.3,3,1,0.221519036358529,0.9965,0.0871967902544079
65,1.3,3,1,0.377785594214842,1,0.0684306612966205
15,1.5,3,0,0.138854740358824,0.747,0.211610902284505
35,1.5,3,1,0.465547766065281,1,0.135360741326331
50,1.5,3,1,0.302007730351239,1,0.0758744369142511
65,1.5,3,1,0.184847791325008,0.9965,0.0678961181619233
15,1.3,4,0,-0.00939131829176222,0.4955,0.212606895475683
35,1.3,4,0,0.126804890244602,0.9075,0.0983088158509031
50,1.3,4,0,0.0999002543886788,0.8465,0.0935104289926182
65,1.3,4,1,0.187210960530841,0.979,0.0919357983005048
15,1.5,4,0,0.151229075417351,0.8065,0.180254646954378
35,1.5,4,1,0.299675659390971,0.9925,0.12309495769819
50,1.5,4,1,0.265556802211468,0.9925,0.101668914836169
65,1.5,4,1,0.306661028603012,1,0.0829518918291193
50,1,1,1,0.231054052750636,0.998,0.0830303052516498
15,1.3,1,0,0.15477501366863,0.8615,0.14158225260267
35,1.3,1,0,0.120970465653646,0.8865,0.104792510756327
50,1.3,1,1,0.287646670088804,0.9985,0.0922790855117892
65,1.3,1,0,0.118661608591128,0.9305,0.0802550072737587
15,1.5,1,0,0.342533057525715,0.9715,0.174508881275803
35,1.5,1,1,0.343637625960307,0.9985,0.106619570224216
50,1.5,1,1,0.446655337149892,1,0.0863794244005546
65,1.5,1,1,0.393588822305097,1,0.0729924165772738
15,1.3,2,0,0.248437542368787,0.9285,0.172365276837161
35,1.3,2,1,0.288991212327858,0.998,0.0926608702143417
50,1.3,2,0,0.15703169000319,0.963,0.0838886099961553
65,1.3,2,1,0.288878021142818,1,0.0615859954189371
15,1.5,2,0,0.119654500429642,0.796,0.150276348530618
35,1.5,2,1,0.26380001294584,0.99,0.113529008890576
50,1.5,2,1,0.310229456351352,0.9995,0.0839133729620991
65,1.5,2,1,0.418809647438039,1,0.0856619750863907
15,1.3,3,1,0.362092288178794,0.9975,0.144553854385482
35,1.3,3,1,0.439570525217909,0.999,0.115559458505828
50,1.3,3,0,0.13496443732897,0.8685,0.119203248386594
65,1.3,3,1,0.346283579631447,0.9995,0.088047095943714
15,1.5,3,0,0.2749009314907,0.946,0.173810200233458
35,1.5,3,1,0.288383512501512,1,0.0812246634671262
50,1.5,3,1,0.508306697311716,1,0.0886228558693804
65,1.5,3,1,0.305568679851946,1,0.0830647019216195
15,1.3,4,1,0.421562796222226,0.9985,0.147334960236894
35,1.3,4,0,0.154547216982533,0.964,0.0873003750345927
50,1.3,4,0,0.141663007259188,0.9625,0.0848494144358834
65,1.3,4,1,0.289118360992865,0.999,0.0972250175771565
15,1.5,4,1,0.349737563723034,0.989,0.150009590391834
35,1.5,4,1,0.241871761815313,0.988,0.110916157467463
50,1.5,4,0,0.159854420569718,0.954,0.0974051146577805
65,1.5,4,1,0.311798130216374,0.9995,0.101356942689252
50,1,1,0,0.0221592541132845,0.604,0.0948822921642957
15,1.3,1,0,0.128307985478,0.7725,0.173394337744325
35,1.3,1,0,0.0249154103776079,0.595,0.115658173729499
50,1.3,1,1,0.217142199652302,0.9945,0.0870097397107877
65,1.3,1,1,0.218313023362693,0.997,0.0812359039356835
15,1.5,1,1,0.403932060543573,0.9805,0.182328597143577
35,1.5,1,0,0.146696089369184,0.911,0.110681918407816
50,1.5,1,1,0.246575718091883,0.9965,0.0838275987993162
65,1.5,1,1,0.391857441764066,1,0.0726470987510125
15,1.3,2,0,0.221625848449251,0.9205,0.155618696348572
35,1.3,2,0,0.0288508040508681,0.589,0.105006376460822
50,1.3,2,0,0.0931710002911373,0.8425,0.0933711166387823
65,1.3,2,0,0.132280267913152,0.9645,0.07303347986843
15,1.5,2,0,0.297894484964231,0.917,0.218750914390539
35,1.5,2,1,0.238400515824457,0.9895,0.0978264027008813
50,1.5,2,1,0.282760279514649,0.9965,0.105751060066982
65,1.5,2,1,0.166359173386108,0.987,0.077119156962112
15,1.3,3,0,-0.211156383122622,0.118,0.18064959638367
35,1.3,3,1,0.244153308237647,0.9885,0.108330186330383
50,1.3,3,1,0.29009103161288,0.9965,0.105876800496852
65,1.3,3,1,0.238491365228192,1,0.0699184228715463
15,1.5,3,1,0.456677150309591,1,0.123292658051769
35,1.5,3,1,0.227561156618528,0.982,0.112075903673005
50,1.5,3,1,0.40969402478546,1,0.081833145414085
65,1.5,3,1,0.330364869336088,1,0.0736906312311339
15,1.3,4,0,0.130587141891334,0.781,0.172492025009239
35,1.3,4,1,0.2177144554846,0.9755,0.111853633094474
50,1.3,4,1,0.277864859165653,0.9995,0.0859001749542719
65,1.3,4,1,0.256496972344914,0.999,0.0830421229832291
15,1.5,4,1,0.399478854347455,0.9855,0.190831017710857
35,1.5,4,1,0.331944537578098,0.998,0.11662503242663
50,1.5,4,0,0.131631418782764,0.9075,0.101210862352801
65,1.5,4,1,0.228209153468559,0.9995,0.0786250289752342
50,1,1,0,0.15006287382619,0.96,0.0864407463691432
15,1.3,1,0,-0.0400588012794903,0.372,0.130408368254462
35,1.3,1,1,0.360223808088398,1,0.0928988459541772
50,1.3,1,0,0.106722337230392,0.9035,0.0818888004200348
65,1.3,1,0,0.0889773052277226,0.892,0.0746261793029391
15,1.5,1,1,0.320246156799499,0.976,0.169435517716195
35,1.5,1,1,0.345892209958113,0.9975,0.122881458906567
50,1.5,1,1,0.257910108085632,1,0.0750965450703133
65,1.5,1,1,0.335717064599529,1,0.0752361088511187
15,1.3,2,0,0.0101002452032881,0.5285,0.16291865645424
35,1.3,2,1,0.236455115770327,0.998,0.0871610174796579
50,1.3,2,0,0.0737481407802109,0.812,0.0835252808156395
65,1.3,2,1,0.184529428149922,0.9965,0.0728474699421971
15,1.5,2,0,0.213776042532321,0.9405,0.141916646156097
35,1.5,2,1,0.191453900022523,0.9835,0.0901458750713043
50,1.5,2,1,0.309382848724462,1,0.0850179785492069
65,1.5,2,1,0.353884778075816,1,0.0798203763653999
15,1.3,3,0,0.217886357236295,0.847,0.215229347682483
35,1.3,3,0,0.129086583359756,0.8965,0.104820100254409
50,1.3,3,0,0.0909432268719321,0.8055,0.101871761779054
65,1.3,3,1,0.217733945478103,0.998,0.0749095501211667
15,1.5,3,1,0.286189229687518,0.9755,0.143984357088214
35,1.5,3,0,0.217616257345382,0.949,0.13335742777934
50,1.5,3,0,0.166774184245489,0.973,0.0881577553549018
65,1.5,3,1,0.197737759481833,0.9875,0.0832994278189569
15,1.3,4,0,0.430657693488132,0.953,0.25471284346518
35,1.3,4,0,0.016987266520027,0.5635,0.115313562650853
50,1.3,4,0,0.144971410959407,0.9595,0.0833499438236989
65,1.3,4,0,0.163614963187289,0.968,0.0866232878665947
15,1.5,4,0,0.106756092147223,0.73,0.189146340695569
35,1.5,4,0,0.163240403026804,0.9175,0.117089649730972
50,1.5,4,1,0.454172866969826,1,0.104084382831997
65,1.5,4,1,0.21923277306586,0.9935,0.08792807225313
50,1,1,0,0.0341522958756671,0.648,0.09363937471237
15,1.3,1,0,0.204252841691547,0.9005,0.158651239483664
35,1.3,1,0,0.0340558101967083,0.617,0.114496516800095
50,1.3,1,1,0.209615558244005,0.9985,0.0731864390513795
65,1.3,1,1,0.230385966281384,0.9995,0.0654767573836712
15,1.5,1,1,0.421911782507847,0.999,0.133458686437444
35,1.5,1,1,0.399998802942374,1,0.0983130860287182
50,1.5,1,1,0.41600749806188,1,0.0852155207301894
65,1.5,1,1,0.306823234360219,1,0.0720378289616214
15,1.3,2,0,-0.0774565882803453,0.245,0.116272773017873
35,1.3,2,1,0.280676404477304,0.9995,0.0923020551119401
50,1.3,2,0,0.11362984090406,0.9235,0.079554870640972
65,1.3,2,1,0.276324431193697,1,0.0674086007555931
15,1.5,2,1,0.419983767124299,0.993,0.165172296990243
35,1.5,2,1,0.323170843071877,0.998,0.0988495025209108
50,1.5,2,1,0.433775355084519,1,0.0905518177672684
65,1.5,2,1,0.187931176210703,0.985,0.0827084884686386
15,1.3,3,1,0.469981941602705,0.982,0.209366543732951
35,1.3,3,1,0.330075233067966,0.996,0.116942127333148
50,1.3,3,0,0.17273707801421,0.9655,0.0960662427469038
65,1.3,3,1,0.168317868597257,0.9795,0.0790020346836959
15,1.5,3,0,0.260837682832526,0.812,0.309825015430677
35,1.5,3,0,0.149801493529498,0.8955,0.122447847584631
50,1.5,3,1,0.230392340868576,0.9965,0.0857371847404776
65,1.5,3,1,0.302724993991584,1,0.0828526661049501
15,1.3,4,1,0.520859534207232,1,0.122006067919849
35,1.3,4,1,0.263229635642316,0.986,0.115165674024769
50,1.3,4,1,0.293008349963104,0.9995,0.096339644673406
65,1.3,4,1,0.177287888036914,0.9835,0.0813904303000064
15,1.5,4,0,0.18893676278001,0.837,0.196947116629812
35,1.5,4,1,0.577927047169089,1,0.112887998929611
50,1.5,4,1,0.399266184577698,1,0.0981552066180172
65,1.5,4,1,0.383838926489158,1,0.078423210512096
50,1,1,0,0.0482211534237713,0.6905,0.0964012464983545
15,1.3,1,0,0.100292236568902,0.747,0.153687258689746
35,1.3,1,1,0.275061745104567,0.997,0.102784326123871
50,1.3,1,1,0.291287325515971,0.999,0.0938354422403297
65,1.3,1,1,0.197746914983869,0.984,0.0877126872071828
15,1.5,1,1,0.307208858452887,0.9905,0.128094403066626
35,1.5,1,1,0.325683644458947,0.9995,0.0896604383371679
50,1.5,1,1,0.274651681378035,1,0.0882756421127103
65,1.5,1,1,0.213815756994454,0.999,0.0696439200077566
15,1.3,2,0,0.0119687130519668,0.5345,0.140004699583216
35,1.3,2,0,0.167706563736903,0.9595,0.0983289597550516
50,1.3,2,1,0.249416442811133,0.9995,0.0739903916840216
65,1.3,2,1,0.203343407268655,0.994,0.0778074866505146
15,1.5,2,1,0.441856670498318,0.994,0.16508250827618
35,1.5,2,0,0.198312383378194,0.974,0.103759741727482
50,1.5,2,1,0.29800268672559,0.9995,0.0925801323481791
65,1.5,2,1,0.382824466360634,1,0.0796437604441583
15,1.3,3,0,-0.0385000077663516,0.4065,0.163784757584246
35,1.3,3,0,0.154875236514521,0.914,0.117360476582689
50,1.3,3,0,0.182335565894256,0.9695,0.100109330623747
65,1.3,3,1,0.346533238936543,1,0.0874035898789049
15,1.5,3,0,0.33498669817523,0.9475,0.202450641017666
35,1.5,3,1,0.278463764201344,0.9825,0.132931100884575
50,1.5,3,1,0.342746368854078,0.9995,0.100467374355075
65,1.5,3,1,0.260364008288119,0.9965,0.0976608254082312
15,1.3,4,1,0.387219993187067,0.997,0.139535009360002
35,1.3,4,1,0.246801753664017,0.9835,0.121189854657674
50,1.3,4,1,0.239767029828631,0.9845,0.11033356590188
65,1.3,4,1,0.21664655297085,0.992,0.0876822197077968
15,1.5,4,0,0.333919193674148,0.9305,0.226224658108258
35,1.5,4,1,0.289132126511427,0.9975,0.105813078011267
50,1.5,4,1,0.33787911923249,0.9995,0.100753582564676
65,1.5,4,1,0.403861940292445,1,0.0843269951756495
50,1,1,0,0.0883706364478681,0.86,0.0853863709045484
15,1.3,1,1,0.493264975844102,0.9985,0.166718158394479
35,1.3,1,0,0.102110036618836,0.85,0.0997292312961366
50,1.3,1,1,0.300050526031597,0.999,0.0833587212979903
65,1.3,1,1,0.303772157945671,1,0.067796638626473
15,1.5,1,0,0.213314144991893,0.9215,0.149290588895603
35,1.5,1,1,0.237439758140168,0.979,0.114517623542593
50,1.5,1,1,0.220305998499898,0.997,0.0790317820684473
65,1.5,1,1,0.391027304513933,1,0.0808997596896936
15,1.3,2,1,0.294799842861883,0.982,0.132015029648455
35,1.3,2,0,0.159387855118787,0.9065,0.120240643602981
50,1.3,2,1,0.278778565740189,1,0.0748062571216351
65,1.3,2,0,0.15938079778934,0.969,0.0883366615404858
15,1.5,2,1,0.369075165475142,0.9895,0.163930819605945
35,1.5,2,1,0.323946297719923,0.998,0.119979279221458
50,1.5,2,1,0.430517708451912,1,0.101211274780138
65,1.5,2,1,0.323047114894578,1,0.0787980469576975
15,1.3,3,0,0.183055515802099,0.7915,0.241963492231953
35,1.3,3,1,0.252936056693704,0.987,0.117902273359014
50,1.3,3,1,0.290162364208832,0.9985,0.0978187125449549
65,1.3,3,1,0.316130940641842,1,0.0798043179023191
15,1.5,3,1,0.237420231652156,0.978,0.114090112499562
35,1.5,3,1,0.250038981266403,0.993,0.10508489136687
50,1.5,3,0,0.0601298819829232,0.736,0.0980397981137783
65,1.5,3,1,0.32214213547885,1,0.0826581415428445
15,1.3,4,0,0.104979957961902,0.733,0.169737330933608
35,1.3,4,1,0.261993934833657,0.998,0.0978093589432849
50,1.3,4,0,0.0918838490988786,0.8145,0.100068355559366
65,1.3,4,1,0.240495549143516,0.9955,0.0940463167730669
15,1.5,4,0,0.271524246748861,0.9635,0.159479925626048
35,1.5,4,1,0.256012400448582,0.9935,0.107157336042005
50,1.5,4,1,0.259803800860481,1,0.0798918617137978
65,1.5,4,1,0.433473573744726,1,0.0820026763485772
50,1,1,0,-0.016931762879196,0.4195,0.0797364120896666
15,1.3,1,0,0.0228592772219896,0.5465,0.183530405689701
35,1.3,1,0,0.117918401854843,0.841,0.119438243689988
50,1.3,1,0,0.147346324147846,0.931,0.0993962076879591
65,1.3,1,0,0.0755471896263733,0.867,0.0668346418037191
15,1.5,1,0,0.232789779117677,0.895,0.185460697907279
35,1.5,1,1,0.402778160302047,1,0.0704744579958584
50,1.5,1,1,0.305932653193274,1,0.0831228930624769
65,1.5,1,1,0.212664709514518,0.9955,0.0808586392152708
15,1.3,2,0,0.271651378317987,0.9475,0.169282719375773
35,1.3,2,1,0.275965853717384,0.981,0.122144101983794
50,1.3,2,0,0.0910917788269914,0.865,0.0811299329716659
65,1.3,2,1,0.234631275008412,0.9995,0.0746894357456227
15,1.5,2,1,0.366416627383423,0.986,0.164460339604797
35,1.5,2,0,0.201504981713721,0.945,0.125374005228548
50,1.5,2,1,0.235730288255849,0.998,0.0888589606804596
65,1.5,2,1,0.313740452957759,1,0.0829314236803118
15,1.3,3,1,0.421709972654569,0.9955,0.161506010908267
35,1.3,3,1,0.214363436025569,0.993,0.0854199026633515
50,1.3,3,1,0.234908682302508,0.9905,0.101489053390784
65,1.3,3,1,0.184997972740703,0.9785,0.0894587514163555
15,1.5,3,0,0.163117960359149,0.8165,0.187030656544642
35,1.5,3,1,0.248558437754902,0.9975,0.0858889608837642
50,1.5,3,1,0.23157146562896,0.99,0.105292280421451
65,1.5,3,1,0.367780567746326,1,0.10000831074927
15,1.3,4,0,0.25479765782109,0.9275,0.178050811190906
35,1.3,4,1,0.311219984560425,0.9995,0.104217370083183
50,1.3,4,1,0.170775552753446,0.989,0.0719925943371209
65,1.3,4,1,0.167039958998126,0.9775,0.0838787842731556
15,1.5,4,0,0.325994512807211,0.965,0.180526080435409
35,1.5,4,1,0.348888864035928,0.9995,0.114912574152282
50,1.5,4,1,0.293924069043852,0.9985,0.0937360424752887
65,1.5,4,1,0.290721317388433,0.998,0.0908944261107529
50,1,1,0,-0.0132996663464584,0.4345,0.0747319832835592
15,1.3,1,0,0.0723745132518784,0.652,0.193894022791409
35,1.3,1,0,0.0912279485563604,0.8345,0.0952401654048899
50,1.3,1,1,0.316260273971628,1,0.0840455402627127
65,1.3,1,1,0.234614990069114,0.9995,0.0694769474762038
15,1.5,1,1,0.279277061582057,1,0.0920597696194521
35,1.5,1,1,0.224239566329909,0.999,0.0860222725166432
50,1.5,1,1,0.317117297834059,1,0.0716628137984063
65,1.5,1,1,0.334880109645149,1,0.0776799032671881
15,1.3,2,0,0.0549197250436586,0.684,0.119689757538323
35,1.3,2,0,0.132772424527777,0.9025,0.102173004748625
50,1.3,2,0,0.171225334772459,0.9685,0.0897077505603216
65,1.3,2,1,0.303362436831186,1,0.0689036747181328
15,1.5,2,0,0.332703095374083,0.968,0.178463943576103
35,1.5,2,1,0.400826030424719,0.999,0.123023032963156
50,1.5,2,0,0.163877242983959,0.947,0.0995997942504274
65,1.5,2,1,0.288714994812856,1,0.0697946152901639
15,1.3,3,0,0.352091794980973,0.973,0.188928439366327
35,1.3,3,1,0.275328712442133,0.997,0.101304369132013
50,1.3,3,0,0.0816323393719025,0.8405,0.0808028404155628
65,1.3,3,1,0.208140393217617,0.994,0.08366324308594
15,1.5,3,0,0.314772899418505,0.9505,0.193672787752789
35,1.5,3,1,0.431732577538041,1,0.113639015815798
50,1.5,3,1,0.333685166148931,1,0.0880709392918947
65,1.5,3,1,0.222568517313404,0.9885,0.096993072205771
15,1.3,4,0,0.307013826549472,0.948,0.196667376712802
35,1.3,4,0,0.00488449056869567,0.511,0.12202385105936
50,1.3,4,1,0.342179265425951,0.9995,0.103969472625049
65,1.3,4,1,0.214227136706359,0.9965,0.0840879809802198
15,1.5,4,0,0.153238511497826,0.767,0.213919159983487
35,1.5,4,1,0.295852259625452,0.983,0.132357623336004
50,1.5,4,1,0.27915065945566,0.9965,0.103846847495632
65,1.5,4,1,0.355578452233534,0.9995,0.084935189236267
50,1,1,0,0.0500163408493134,0.7735,0.0668996134043129
15,1.3,1,1,0.45910517251697,0.9875,0.192139554288129
35,1.3,1,0,0.05624896604284,0.679,0.127016264777992
50,1.3,1,1,0.218342044935021,0.98,0.104011406452227
65,1.3,1,1,0.141737544460158,0.9755,0.0719616203654007
15,1.5,1,0,0.0456560521170382,0.632,0.147453912618944
35,1.5,1,1,0.504902216840644,1,0.0916282054009531
50,1.5,1,1,0.353162896368774,1,0.0892312813901933
65,1.5,1,1,0.333624969972048,1,0.0800872030388671
15,1.3,2,1,0.526470260956081,0.995,0.198702966893399
35,1.3,2,1,0.205916870849434,0.991,0.0873119920066359
50,1.3,2,0,0.101366018785333,0.9205,0.0726822800896818
65,1.3,2,1,0.216787569199832,0.9975,0.0755491065822809
15,1.5,2,1,0.344715817098984,0.993,0.135411617804731
35,1.5,2,1,0.406235113653016,1,0.0980008275262665
50,1.5,2,1,0.265458527348047,0.999,0.0834493523359416
65,1.5,2,1,0.358678456095863,1,0.0816477189037243
15,1.3,3,1,0.308044006856136,0.9935,0.123091663795758
35,1.3,3,1,0.267040208825659,0.996,0.100616293812057
50,1.3,3,0,0.0489373419513001,0.7115,0.0877885269512274
65,1.3,3,0,0.125605816483702,0.9705,0.0669101069937714
15,1.5,3,0,0.375540259031609,0.9745,0.186179548720554
35,1.5,3,1,0.320936354640726,0.999,0.111395553744573
50,1.5,3,1,0.379554119406929,1,0.0887389402882998
65,1.5,3,1,0.260293215678918,0.9995,0.0822814645133483
15,1.3,4,0,0.27858901689062,0.9125,0.211299700044892
35,1.3,4,0,-0.00507758681688103,0.493,0.132444678181806
50,1.3,4,0,0.129751963911578,0.906,0.0981474486419114
65,1.3,4,0,0.151868204961861,0.937,0.0998272669757169
15,1.5,4,1,0.429543778352014,0.9995,0.124781775084107
35,1.5,4,1,0.434437642044707,1,0.117796330934455
50,1.5,4,1,0.222432028231424,0.9945,0.0892546329983096
65,1.5,4,1,0.215179462272817,0.998,0.0756046046828266
50,1,1,0,0.00795986229461245,0.5425,0.0827935466554575
15,1.3,1,0,0.265507097815487,0.905,0.208481184834137
35,1.3,1,0,0.0809913326957329,0.738,0.132473347918811
50,1.3,1,1,0.288942711790592,0.9975,0.101235777318226
65,1.3,1,1,0.164336708326141,0.9945,0.0677969147452192
15,1.5,1,1,0.492233427277723,0.992,0.199446784599407
35,1.5,1,1,0.338905346245361,1,0.0962926724555956
50,1.5,1,0,0.130348507918552,0.9335,0.0863449271942617
65,1.5,1,1,0.210464826984715,0.9945,0.0789183698001981
15,1.3,2,0,-0.0390939414790948,0.385,0.14528622088212
35,1.3,2,0,0.192484345495298,0.9665,0.10257530465587
50,1.3,2,0,0.0430733512165224,0.6515,0.0984825140935272
65,1.3,2,1,0.325735140114479,1,0.0860025118337032
15,1.5,2,0,-0.0458137944930726,0.3685,0.140382149103335
35,1.5,2,1,0.390662225571482,1,0.0961844757339654
50,1.5,2,1,0.319348132251571,1,0.0993181254341709
65,1.5,2,1,0.293190969546242,1,0.0808398812684342
15,1.3,3,0,0.187477783253462,0.931,0.132590696133754
35,1.3,3,0,1.02004510048146e-05,0.498,0.132733942868515
50,1.3,3,0,0.155231634988205,0.9205,0.113103481542162
65,1.3,3,0,0.00762108808797543,0.537,0.0831887133982478
15,1.5,3,0,0.176670736899531,0.833,0.185620683488054
35,1.5,3,1,0.33498310589165,0.997,0.12118304516802
50,1.5,3,1,0.258337703226368,1,0.0771108137639316
65,1.5,3,1,0.189088981713485,0.986,0.0877974763961524
15,1.3,4,0,0.0709430460224655,0.6555,0.195203955946879
35,1.3,4,0,0.175820020436542,0.915,0.127661606780921
50,1.3,4,1,0.252048057566266,0.997,0.0872589330171611
65,1.3,4,1,0.379016768271822,1,0.102760012808792
15,1.5,4,0,0.284844323179254,0.964,0.167001194919265
35,1.5,4,1,0.289774072767838,0.9925,0.11070567546607
50,1.5,4,1,0.231677420519956,0.9965,0.0848477100208495
65,1.5,4,1,0.384198360408023,1,0.0886839584394246
50,1,1,0,-0.110395918857563,0.155,0.105946055556111
15,1.3,1,0,0.0540960699819913,0.6665,0.128256470056823
35,1.3,1,1,0.304128531459721,0.996,0.105162565892174
50,1.3,1,0,0.150608055515833,0.959,0.0912674308622405
65,1.3,1,0,0.152933546418694,0.9685,0.0837853229115042
15,1.5,1,1,0.463087837370553,0.998,0.157351647955397
35,1.5,1,1,0.182657761738502,0.976,0.0905990605481756
50,1.5,1,1,0.333947088930424,0.9995,0.106677332885512
65,1.5,1,1,0.46800479159094,1,0.08388702229604
15,1.3,2,0,0.268687431718652,0.916,0.193848433472098
35,1.3,2,0,0.0834976307903957,0.819,0.091852631106843
50,1.3,2,1,0.269341957632585,0.999,0.0782331635854029
65,1.3,2,0,0.0980026109180003,0.917,0.0719004896103801
15,1.5,2,1,0.644651898333943,0.9995,0.155285754562762
35,1.5,2,0,0.202164120388215,0.9705,0.105739565999399
50,1.5,2,1,0.268972356024311,0.9995,0.0821249296097096
65,1.5,2,1,0.19023262586348,0.9935,0.0765452830003065
15,1.3,3,0,0.117267269652187,0.8175,0.130898765466597
35,1.3,3,0,0.163314077130467,0.9585,0.0954470149049089
50,1.3,3,0,0.160565414466604,0.9545,0.0983726775943169
65,1.3,3,1,0.225614198316279,0.995,0.0921314221810293
15,1.5,3,1,0.611083561021663,0.995,0.220076468213139
35,1.5,3,1,0.227058017250964,0.994,0.0954917453433196
50,1.5,3,1,0.315231583512919,1,0.0987511593807366
65,1.5,3,1,0.349485411021719,1,0.0782570376572968
15,1.3,4,0,0.12611324691831,0.743,0.199861839901574
35,1.3,4,1,0.333033932945058,0.99,0.142540166094851
50,1.3,4,0,0.0701490195484391,0.78,0.0912064936356513
65,1.3,4,0,0.142261530289009,0.9395,0.0897231107718184
15,1.5,4,0,0.210322964151764,0.876,0.196896744742485
35,1.5,4,1,0.435248137062924,1,0.126477573616967
50,1.5,4,1,0.449558536016862,1,0.0931974475734911
65,1.5,4,1,0.278845286424549,0.9995,0.0749315354327675
50,1,1,0,0.0123357840199521,0.5535,0.0885216902791074
15,1.3,1,1,0.401918745599863,0.9765,0.190341249488114
35,1.3,1,1,0.292921815284913,0.9995,0.0959860565500839
50,1.3,1,1,0.18485774284166,0.99,0.0805648811191856
65,1.3,1,0,0.144441502465812,0.966,0.0799409638387331
15,1.5,1,1,0.496758388880764,0.9985,0.15142331094634
35,1.5,1,1,0.256421421155065,0.986,0.118868164419057
50,1.5,1,1,0.252630782349793,0.996,0.09112644012284
65,1.5,1,1,0.238029263361499,0.9995,0.0599091257157191
15,1.3,2,0,0.127258478173879,0.86,0.119570102714542
35,1.3,2,1,0.281311641097471,0.9955,0.105574765027316
50,1.3,2,0,0.0746801258804952,0.824,0.0821617701897404
65,1.3,2,1,0.218444489370443,0.998,0.0707543368561753
15,1.5,2,0,0.0898492955648081,0.712,0.166903821068722
35,1.5,2,1,0.230033402244554,0.9825,0.111597039142192
50,1.5,2,1,0.404176593323729,1,0.0861471397965932
65,1.5,2,1,0.499832824965019,1,0.0775363573953955
15,1.3,3,0,0.264933404405955,0.9395,0.167980708213038
35,1.3,3,0,0.201833619937082,0.973,0.105499157470086
50,1.3,3,1,0.369500180829665,0.9995,0.107088240164992
65,1.3,3,0,0.107166902779077,0.9495,0.066128460735276
15,1.5,3,0,0.0234387694713986,0.5525,0.203169424839274
35,1.5,3,1,0.424540805058479,1,0.10598322091454
50,1.5,3,1,0.229850091784787,0.9965,0.0827643486381737
65,1.5,3,1,0.370546830988735,1,0.0800385904005624
15,1.3,4,0,0.15878290948584,0.782,0.206271410485413
35,1.3,4,0,0.0168181405491371,0.563,0.0978516213717948
50,1.3,4,0,0.17920487219933,0.956,0.0993041353945389
65,1.3,4,0,0.186816343160061,0.967,0.102196040214011
15,1.5,4,0,0.00227918929792277,0.494,0.254981203663587
35,1.5,4,1,0.471251777532998,0.9995,0.134827702993805
50,1.5,4,1,0.298260963218051,0.9955,0.120818038860777
65,1.5,4,1,0.390177426035125,1,0.0805837127211993
50,1,1,0,-0.0788524970346999,0.203,0.0968308391855636
15,1.3,1,1,0.281601748934101,0.989,0.121805771638035
35,1.3,1,0,0.160935718205328,0.9115,0.122077652893678
50,1.3,1,1,0.267747775205031,0.9965,0.105582938744182
65,1.3,1,1,0.186025247837276,0.9995,0.062957587269977
15,1.5,1,1,0.388627974554257,0.989,0.171579449517974
35,1.5,1,1,0.419746555535248,1,0.105357333073814
50,1.5,1,1,0.321254253059561,0.9995,0.0907063015977572
65,1.5,1,1,0.357493278323693,1,0.0772696460992046
15,1.3,2,0,0.145059418520243,0.805,0.172833287789937
35,1.3,2,0,0.0885230830442175,0.8015,0.106320168733142
50,1.3,2,1,0.285137451305256,0.9995,0.0828688698514976
65,1.3,2,1,0.211567469528536,0.9965,0.07892204456981
15,1.5,2,1,0.418726359358413,0.98,0.204024187351176
35,1.5,2,0,0.197432276574345,0.966,0.110791892998468
50,1.5,2,1,0.333371495866609,1,0.0836672168933559
65,1.5,2,1,0.297365811057297,1,0.0778357207071279
15,1.3,3,0,0.306789012104071,0.952,0.183942831230661
